,country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
671411,CA,Canada,Alberta,,,CA-AB,,2020-03-13,-8.0,30.0,-28.0,-17.0,-3.0,5.0
671412,CA,Canada,Alberta,,,CA-AB,,2020-03-14,-19.0,12.0,-45.0,-26.0,-5.0,7.0
671413,CA,Canada,Alberta,,,CA-AB,,2020-03-15,-18.0,9.0,-28.0,-25.0,-7.0,5.0
671414,CA,Canada,Alberta,,,CA-AB,,2020-03-16,-11.0,31.0,-13.0,-39.0,-22.0,9.0
671415,CA,Canada,Alberta,,,CA-AB,,2020-03-17,-21.0,17.0,-12.0,-45.0,-29.0,13.0
671416,CA,Canada,Alberta,,,CA-AB,,2020-03-18,-31.0,11.0,-24.0,-52.0,-35.0,16.0
671417,CA,Canada,Alberta,,,CA-AB,,2020-03-19,-35.0,3.0,-28.0,-56.0,-39.0,18.0
671418,CA,Canada,Alberta,,,CA-AB,,2020-03-20,-38.0,4.0,-9.0,-53.0,-40.0,19.0
671419,CA,Canada,Alberta,,,CA-AB,,2020-03-21,-46.0,-9.0,8.0,-47.0,-30.0,13.0
671420,CA,Canada,Alberta,,,CA-AB,,2020-03-22,-49.0,-21.0,16.0,-51.0,-34.0,11.0
671421,CA,Canada,Alberta,,,CA-AB,,2020-03-23,-43.0,-11.0,-22.0,-63.0,-46.0,19.0
671422,CA,Canada,Alberta,,,CA-AB,,2020-03-24,-48.0,-16.0,-31.0,-66.0,-49.0,22.0
671423,CA,Canada,Alberta,,,CA-AB,,2020-03-25,-47.0,-11.0,-25.0,-66.0,-50.0,22.0
671424,CA,Canada,Alberta,,,CA-AB,,2020-03-26,-47.0,-12.0,-24.0,-68.0,-51.0,22.0
671425,CA,Canada,Alberta,,,CA-AB,,2020-03-27,-48.0,-11.0,-16.0,-65.0,-50.0,23.0
671426,CA,Canada,Alberta,,,CA-AB,,2020-03-28,-55.0,-21.0,-40.0,-63.0,-40.0,16.0
671427,CA,Canada,Alberta,,,CA-AB,,2020-03-29,-55.0,-29.0,-23.0,-63.0,-41.0,13.0
671428,CA,Canada,Alberta,,,CA-AB,,2020-03-30,-50.0,-22.0,-49.0,-71.0,-52.0,21.0
671429,CA,Canada,Alberta,,,CA-AB,,2020-03-31,-51.0,-21.0,-47.0,-70.0,-53.0,23.0
671430,CA,Canada,Alberta,,,CA-AB,,2020-04-01,-47.0,-13.0,-49.0,-71.0,-53.0,23.0
671431,CA,Canada,Alberta,,,CA-AB,,2020-04-02,-49.0,-15.0,-48.0,-72.0,-53.0,24.0
671432,CA,Canada,Alberta,,,CA-AB,,2020-04-03,-51.0,-16.0,-49.0,-71.0,-52.0,25.0
671433,CA,Canada,Alberta,,,CA-AB,,2020-04-04,-53.0,-20.0,-31.0,-63.0,-42.0,16.0
671434,CA,Canada,Alberta,,,CA-AB,,2020-04-05,-57.0,-33.0,-51.0,-69.0,-43.0,14.0
671435,CA,Canada,Alberta,,,CA-AB,,2020-04-06,-47.0,-17.0,-26.0,-69.0,-52.0,21.0
671436,CA,Canada,Alberta,,,CA-AB,,2020-04-07,-48.0,-15.0,-36.0,-70.0,-53.0,23.0
671437,CA,Canada,Alberta,,,CA-AB,,2020-04-08,-45.0,-8.0,-23.0,-69.0,-53.0,22.0
671438,CA,Canada,Alberta,,,CA-AB,,2020-04-09,-36.0,9.0,-10.0,-67.0,-54.0,21.0
671439,CA,Canada,Alberta,,,CA-AB,,2020-04-10,-57.0,-17.0,-37.0,-77.0,-78.0,32.0
671440,CA,Canada,Alberta,,,CA-AB,,2020-04-11,-52.0,-13.0,-44.0,-64.0,-45.0,16.0
671441,CA,Canada,Alberta,,,CA-AB,,2020-04-12,-63.0,-40.0,-43.0,-67.0,-46.0,14.0
671442,CA,Canada,Alberta,,,CA-AB,,2020-04-13,-48.0,-19.0,-19.0,-71.0,-59.0,23.0
671443,CA,Canada,Alberta,,,CA-AB,,2020-04-14,-46.0,-15.0,-30.0,-69.0,-53.0,23.0
671444,CA,Canada,Alberta,,,CA-AB,,2020-04-15,-45.0,-10.0,-37.0,-70.0,-53.0,23.0
671445,CA,Canada,Alberta,,,CA-AB,,2020-04-16,-41.0,-4.0,-5.0,-67.0,-53.0,22.0
671446,CA,Canada,Alberta,,,CA-AB,,2020-04-17,-45.0,-11.0,-28.0,-67.0,-52.0,24.0
671447,CA,Canada,Alberta,,,CA-AB,,2020-04-18,-49.0,-16.0,-21.0,-56.0,-38.0,15.0
671448,CA,Canada,Alberta,,,CA-AB,,2020-04-19,-47.0,-23.0,21.0,-54.0,-37.0,11.0
671449,CA,Canada,Alberta,,,CA-AB,,2020-04-20,-40.0,-12.0,17.0,-63.0,-51.0,19.0
671450,CA,Canada,Alberta,,,CA-AB,,2020-04-21,-41.0,-11.0,18.0,-64.0,-51.0,20.0
671451,CA,Canada,Alberta,,,CA-AB,,2020-04-22,-42.0,-9.0,-10.0,-66.0,-51.0,21.0
671452,CA,Canada,Alberta,,,CA-AB,,2020-04-23,-42.0,-8.0,-13.0,-66.0,-51.0,21.0
671453,CA,Canada,Alberta,,,CA-AB,,2020-04-24,-44.0,-9.0,4.0,-63.0,-50.0,21.0
671454,CA,Canada,Alberta,,,CA-AB,,2020-04-25,-45.0,-14.0,6.0,-52.0,-37.0,13.0
671455,CA,Canada,Alberta,,,CA-AB,,2020-04-26,-45.0,-20.0,8.0,-56.0,-38.0,11.0
671456,CA,Canada,Alberta,,,CA-AB,,2020-04-27,-41.0,-13.0,-11.0,-65.0,-50.0,19.0
671457,CA,Canada,Alberta,,,CA-AB,,2020-04-28,-39.0,-8.0,23.0,-63.0,-51.0,12.0
671458,CA,Canada,Alberta,,,CA-AB,,2020-04-29,-39.0,-5.0,19.0,-64.0,-51.0,20.0
671459,CA,Canada,Alberta,,,CA-AB,,2020-04-30,-40.0,-6.0,-12.0,-65.0,-51.0,20.0
671460,CA,Canada,Alberta,,,CA-AB,,2020-05-01,-39.0,-4.0,19.0,-58.0,-49.0,20.0
671461,CA,Canada,Alberta,,,CA-AB,,2020-05-02,-40.0,-7.0,55.0,-44.0,-34.0,10.0
671462,CA,Canada,Alberta,,,CA-AB,,2020-05-03,-44.0,-20.0,-1.0,-55.0,-34.0,10.0
671463,CA,Canada,Alberta,,,CA-AB,,2020-05-04,-40.0,-11.0,-27.0,-66.0,-50.0,19.0
671464,CA,Canada,Alberta,,,CA-AB,,2020-05-05,-34.0,0.0,49.0,-60.0,-49.0,18.0
671465,CA,Canada,Alberta,,,CA-AB,,2020-05-06,-36.0,-2.0,20.0,-62.0,-49.0,19.0
671466,CA,Canada,Alberta,,,CA-AB,,2020-05-07,-37.0,-2.0,6.0,-63.0,-49.0,19.0
671467,CA,Canada,Alberta,,,CA-AB,,2020-05-08,-40.0,-2.0,-1.0,-61.0,-47.0,20.0
671468,CA,Canada,Alberta,,,CA-AB,,2020-05-09,-38.0,4.0,24.0,-50.0,-30.0,10.0
671469,CA,Canada,Alberta,,,CA-AB,,2020-05-10,-37.0,-6.0,-9.0,-55.0,-29.0,8.0
671470,CA,Canada,Alberta,,,CA-AB,,2020-05-11,-38.0,-10.0,2.0,-62.0,-47.0,17.0
671471,CA,Canada,Alberta,,,CA-AB,,2020-05-12,-36.0,-7.0,22.0,-61.0,-47.0,18.0
671472,CA,Canada,Alberta,,,CA-AB,,2020-05-13,-31.0,3.0,57.0,-58.0,-46.0,17.0
671473,CA,Canada,Alberta,,,CA-AB,,2020-05-14,-30.0,3.0,22.0,-60.0,-47.0,17.0
671474,CA,Canada,Alberta,,,CA-AB,,2020-05-15,-31.0,2.0,54.0,-54.0,-47.0,16.0
671475,CA,Canada,Alberta,,,CA-AB,,2020-05-16,-33.0,-1.0,109.0,-40.0,-29.0,7.0
671476,CA,Canada,Alberta,,,CA-AB,,2020-05-17,-30.0,-9.0,107.0,-44.0,-27.0,5.0
671477,CA,Canada,Alberta,,,CA-AB,,2020-05-18,-34.0,-5.0,88.0,-65.0,-76.0,21.0
671478,CA,Canada,Alberta,,,CA-AB,,2020-05-19,-27.0,0.0,31.0,-58.0,-46.0,17.0
671479,CA,Canada,Alberta,,,CA-AB,,2020-05-20,-24.0,7.0,5.0,-60.0,-45.0,17.0
671480,CA,Canada,Alberta,,,CA-AB,,2020-05-21,-32.0,-3.0,-43.0,-66.0,-47.0,21.0
671481,CA,Canada,Alberta,,,CA-AB,,2020-05-22,-33.0,-1.0,-24.0,-62.0,-43.0,19.0
671482,CA,Canada,Alberta,,,CA-AB,,2020-05-23,-29.0,3.0,54.0,-43.0,-20.0,9.0
671483,CA,Canada,Alberta,,,CA-AB,,2020-05-24,-24.0,-5.0,148.0,-39.0,-22.0,4.0
671484,CA,Canada,Alberta,,,CA-AB,,2020-05-25,-20.0,0.0,48.0,-55.0,-44.0,14.0
671485,CA,Canada,Alberta,,,CA-AB,,2020-05-26,-23.0,-1.0,28.0,-58.0,-42.0,16.0
671486,CA,Canada,Alberta,,,CA-AB,,2020-05-27,-19.0,9.0,49.0,-56.0,-42.0,15.0
671487,CA,Canada,Alberta,,,CA-AB,,2020-05-28,-19.0,9.0,63.0,-55.0,-41.0,15.0
671488,CA,Canada,Alberta,,,CA-AB,,2020-05-29,-23.0,7.0,71.0,-52.0,-40.0,14.0
671489,CA,Canada,Alberta,,,CA-AB,,2020-05-30,-23.0,6.0,138.0,-36.0,-12.0,4.0
671490,CA,Canada,Alberta,,,CA-AB,,2020-05-31,-28.0,-11.0,21.0,-47.0,-16.0,6.0
671491,CA,Canada,Alberta,,,CA-AB,,2020-06-01,-15.0,6.0,52.0,-53.0,-40.0,13.0
671492,CA,Canada,Alberta,,,CA-AB,,2020-06-02,-17.0,7.0,90.0,-53.0,-40.0,14.0
671493,CA,Canada,Alberta,,,CA-AB,,2020-06-03,-17.0,8.0,59.0,-53.0,-40.0,14.0
671494,CA,Canada,Alberta,,,CA-AB,,2020-06-04,-18.0,8.0,52.0,-54.0,-40.0,14.0
671495,CA,Canada,Alberta,,,CA-AB,,2020-06-05,-21.0,5.0,94.0,-49.0,-38.0,13.0
671496,CA,Canada,Alberta,,,CA-AB,,2020-06-06,-25.0,-1.0,52.0,-42.0,-15.0,7.0
671497,CA,Canada,Alberta,,,CA-AB,,2020-06-07,-30.0,-12.0,-25.0,-52.0,-19.0,8.0
671498,CA,Canada,Alberta,,,CA-AB,,2020-06-08,-16.0,3.0,42.0,-53.0,-39.0,13.0
671499,CA,Canada,Alberta,,,CA-AB,,2020-06-09,-15.0,3.0,90.0,-52.0,-39.0,13.0
671500,CA,Canada,Alberta,,,CA-AB,,2020-06-10,-10.0,12.0,100.0,-51.0,-38.0,12.0
671501,CA,Canada,Alberta,,,CA-AB,,2020-06-11,-12.0,11.0,91.0,-51.0,-39.0,12.0
671502,CA,Canada,Alberta,,,CA-AB,,2020-06-12,-18.0,5.0,98.0,-49.0,-37.0,11.0
671503,CA,Canada,Alberta,,,CA-AB,,2020-06-13,-20.0,1.0,95.0,-35.0,-10.0,5.0
671504,CA,Canada,Alberta,,,CA-AB,,2020-06-14,-18.0,-5.0,81.0,-37.0,-12.0,3.0
671505,CA,Canada,Alberta,,,CA-AB,,2020-06-15,-11.0,5.0,60.0,-49.0,-38.0,12.0
671506,CA,Canada,Alberta,,,CA-AB,,2020-06-16,-11.0,4.0,78.0,-49.0,-37.0,12.0
671507,CA,Canada,Alberta,,,CA-AB,,2020-06-17,-14.0,6.0,7.0,-54.0,-38.0,14.0
671508,CA,Canada,Alberta,,,CA-AB,,2020-06-18,-10.0,13.0,69.0,-50.0,-38.0,12.0
671509,CA,Canada,Alberta,,,CA-AB,,2020-06-19,-13.0,11.0,111.0,-46.0,-36.0,8.0
671510,CA,Canada,Alberta,,,CA-AB,,2020-06-20,-16.0,8.0,173.0,-32.0,-8.0,2.0
671511,CA,Canada,Alberta,,,CA-AB,,2020-06-21,-14.0,-1.0,117.0,-36.0,-8.0,1.0
671512,CA,Canada,Alberta,,,CA-AB,,2020-06-22,-10.0,6.0,109.0,-47.0,-39.0,10.0
671513,CA,Canada,Alberta,,,CA-AB,,2020-06-23,-11.0,5.0,103.0,-48.0,-39.0,11.0
671514,CA,Canada,Alberta,,,CA-AB,,2020-06-24,-11.0,10.0,54.0,-51.0,-37.0,12.0
671515,CA,Canada,Alberta,,,CA-AB,,2020-06-25,-9.0,14.0,111.0,-48.0,-37.0,10.0
671516,CA,Canada,Alberta,,,CA-AB,,2020-06-26,-16.0,6.0,90.0,-46.0,-36.0,10.0
671517,CA,Canada,Alberta,,,CA-AB,,2020-06-27,-20.0,0.0,86.0,-36.0,-11.0,4.0
671518,CA,Canada,Alberta,,,CA-AB,,2020-06-28,-20.0,-7.0,40.0,-40.0,-10.0,4.0
671519,CA,Canada,Alberta,,,CA-AB,,2020-06-29,-8.0,6.0,72.0,-49.0,-39.0,10.0
671520,CA,Canada,Alberta,,,CA-AB,,2020-06-30,-7.0,8.0,16.0,-55.0,-40.0,12.0
671521,CA,Canada,Alberta,,,CA-AB,,2020-07-01,-14.0,12.0,121.0,-60.0,-67.0,18.0
671522,CA,Canada,Alberta,,,CA-AB,,2020-07-02,-9.0,14.0,86.0,-50.0,-42.0,11.0
671523,CA,Canada,Alberta,,,CA-AB,,2020-07-03,-13.0,10.0,176.0,-45.0,-42.0,9.0
671524,CA,Canada,Alberta,,,CA-AB,,2020-07-04,-20.0,-1.0,161.0,-36.0,-11.0,2.0
671525,CA,Canada,Alberta,,,CA-AB,,2020-07-05,-14.0,-3.0,161.0,-32.0,-11.0,0.0
671526,CA,Canada,Alberta,,,CA-AB,,2020-07-06,-7.0,8.0,120.0,-46.0,-39.0,9.0
671527,CA,Canada,Alberta,,,CA-AB,,2020-07-07,-11.0,6.0,54.0,-51.0,-39.0,12.0
671528,CA,Canada,Alberta,,,CA-AB,,2020-07-08,-9.0,12.0,39.0,-52.0,-39.0,12.0
671529,CA,Canada,Alberta,,,CA-AB,,2020-07-09,-7.0,15.0,98.0,-48.0,-38.0,10.0
671530,CA,Canada,Alberta,,,CA-AB,,2020-07-10,-13.0,11.0,142.0,-44.0,-36.0,8.0
671531,CA,Canada,Alberta,,,CA-AB,,2020-07-11,-16.0,4.0,224.0,-31.0,-8.0,0.0
671532,CA,Canada,Alberta,,,CA-AB,,2020-07-12,-15.0,-3.0,123.0,-34.0,-10.0,1.0
671533,CA,Canada,Alberta,,,CA-AB,,2020-07-13,-8.0,5.0,75.0,-48.0,-39.0,9.0
671534,CA,Canada,Alberta,,,CA-AB,,2020-07-14,-6.0,8.0,132.0,-49.0,-38.0,10.0
671535,CA,Canada,Alberta,,,CA-AB,,2020-07-15,-5.0,13.0,101.0,-49.0,-37.0,10.0
671536,CA,Canada,Alberta,,,CA-AB,,2020-07-16,-10.0,12.0,86.0,-50.0,-38.0,10.0
671537,CA,Canada,Alberta,,,CA-AB,,2020-07-17,-13.0,10.0,114.0,-45.0,-37.0,9.0
671538,CA,Canada,Alberta,,,CA-AB,,2020-07-18,-15.0,5.0,180.0,-31.0,-8.0,1.0
671539,CA,Canada,Alberta,,,CA-AB,,2020-07-19,-14.0,-3.0,127.0,-34.0,-11.0,0.0
671540,CA,Canada,Alberta,,,CA-AB,,2020-07-20,-6.0,10.0,135.0,-46.0,-39.0,8.0
671541,CA,Canada,Alberta,,,CA-AB,,2020-07-21,-8.0,7.0,135.0,-49.0,-39.0,9.0
671542,CA,Canada,Alberta,,,CA-AB,,2020-07-22,-8.0,12.0,119.0,-50.0,-37.0,10.0
671543,CA,Canada,Alberta,,,CA-AB,,2020-07-23,-12.0,9.0,72.0,-51.0,-38.0,10.0
671544,CA,Canada,Alberta,,,CA-AB,,2020-07-24,-17.0,6.0,90.0,-48.0,-36.0,9.0
671545,CA,Canada,Alberta,,,CA-AB,,2020-07-25,-17.0,3.0,177.0,-33.0,-8.0,1.0
671546,CA,Canada,Alberta,,,CA-AB,,2020-07-26,-12.0,0.0,217.0,-31.0,-8.0,-2.0
671547,CA,Canada,Alberta,,,CA-AB,,2020-07-27,-7.0,9.0,147.0,-47.0,-39.0,7.0
671548,CA,Canada,Alberta,,,CA-AB,,2020-07-28,-8.0,9.0,155.0,-50.0,-38.0,9.0
671549,CA,Canada,Alberta,,,CA-AB,,2020-07-29,-5.0,16.0,128.0,-50.0,-38.0,9.0
671550,CA,Canada,Alberta,,,CA-AB,,2020-07-30,-6.0,17.0,109.0,-50.0,-39.0,8.0
671551,CA,Canada,Alberta,,,CA-AB,,2020-07-31,-11.0,15.0,149.0,-46.0,-39.0,6.0
671552,CA,Canada,Alberta,,,CA-AB,,2020-08-01,-19.0,2.0,194.0,-37.0,-14.0,0.0
671553,CA,Canada,Alberta,,,CA-AB,,2020-08-02,-12.0,-2.0,248.0,-35.0,-13.0,-2.0
671554,CA,Canada,Alberta,,,CA-AB,,2020-08-03,-17.0,-3.0,156.0,-60.0,-71.0,13.0
671555,CA,Canada,Alberta,,,CA-AB,,2020-08-04,-8.0,11.0,142.0,-49.0,-40.0,8.0
671556,CA,Canada,Alberta,,,CA-AB,,2020-08-05,-6.0,15.0,138.0,-49.0,-39.0,8.0
671557,CA,Canada,Alberta,,,CA-AB,,2020-08-06,-9.0,11.0,119.0,-50.0,-39.0,9.0
671558,CA,Canada,Alberta,,,CA-AB,,2020-08-07,-18.0,2.0,83.0,-50.0,-38.0,9.0
671559,CA,Canada,Alberta,,,CA-AB,,2020-08-08,-18.0,0.0,140.0,-36.0,-8.0,2.0
671560,CA,Canada,Alberta,,,CA-AB,,2020-08-09,-13.0,-3.0,174.0,-34.0,-10.0,-1.0
671561,CA,Canada,Alberta,,,CA-AB,,2020-08-10,-8.0,3.0,123.0,-48.0,-39.0,7.0
671562,CA,Canada,Alberta,,,CA-AB,,2020-08-11,-11.0,1.0,108.0,-51.0,-38.0,9.0
671563,CA,Canada,Alberta,,,CA-AB,,2020-08-12,-8.0,9.0,103.0,-50.0,-38.0,9.0
671564,CA,Canada,Alberta,,,CA-AB,,2020-08-13,-10.0,9.0,106.0,-50.0,-38.0,9.0
671565,CA,Canada,Alberta,,,CA-AB,,2020-08-14,-15.0,6.0,121.0,-47.0,-37.0,7.0
671566,CA,Canada,Alberta,,,CA-AB,,2020-08-15,-17.0,2.0,180.0,-34.0,-9.0,0.0
671567,CA,Canada,Alberta,,,CA-AB,,2020-08-16,-12.0,-1.0,213.0,-33.0,-10.0,-2.0
671568,CA,Canada,Alberta,,,CA-AB,,2020-08-17,-9.0,4.0,128.0,-49.0,-39.0,7.0
671569,CA,Canada,Alberta,,,CA-AB,,2020-08-18,-10.0,4.0,151.0,-50.0,-37.0,8.0
671570,CA,Canada,Alberta,,,CA-AB,,2020-08-19,-10.0,8.0,124.0,-51.0,-37.0,8.0
671571,CA,Canada,Alberta,,,CA-AB,,2020-08-20,-9.0,9.0,95.0,-51.0,-37.0,8.0
671572,CA,Canada,Alberta,,,CA-AB,,2020-08-21,-15.0,5.0,131.0,-47.0,-36.0,7.0
671573,CA,Canada,Alberta,,,CA-AB,,2020-08-22,-18.0,0.0,151.0,-38.0,-9.0,1.0
671574,CA,Canada,Alberta,,,CA-AB,,2020-08-23,-14.0,-4.0,174.0,-35.0,-9.0,-1.0
671575,CA,Canada,Alberta,,,CA-AB,,2020-08-24,-10.0,1.0,93.0,-50.0,-38.0,8.0
671576,CA,Canada,Alberta,,,CA-AB,,2020-08-25,-9.0,5.0,128.0,-50.0,-37.0,8.0
671577,CA,Canada,Alberta,,,CA-AB,,2020-08-26,-8.0,8.0,108.0,-49.0,-36.0,8.0
671578,CA,Canada,Alberta,,,CA-AB,,2020-08-27,-7.0,11.0,98.0,-48.0,-36.0,8.0
671579,CA,Canada,Alberta,,,CA-AB,,2020-08-28,-13.0,4.0,127.0,-44.0,-34.0,6.0
671580,CA,Canada,Alberta,,,CA-AB,,2020-08-29,-15.0,1.0,110.0,-36.0,-9.0,1.0
671581,CA,Canada,Alberta,,,CA-AB,,2020-08-30,-10.0,-1.0,118.0,-34.0,-9.0,0.0
671582,CA,Canada,Alberta,,,CA-AB,,2020-08-31,-6.0,4.0,75.0,-47.0,-36.0,7.0
671583,CA,Canada,Alberta,,,CA-AB,,2020-09-01,-4.0,11.0,94.0,-45.0,-36.0,8.0
671584,CA,Canada,Alberta,,,CA-AB,,2020-09-02,-7.0,8.0,53.0,-48.0,-36.0,9.0
671585,CA,Canada,Alberta,,,CA-AB,,2020-09-03,-9.0,9.0,78.0,-46.0,-36.0,8.0
671586,CA,Canada,Alberta,,,CA-AB,,2020-09-04,-11.0,9.0,121.0,-40.0,-35.0,5.0
671587,CA,Canada,Alberta,,,CA-AB,,2020-09-05,-16.0,1.0,178.0,-36.0,-13.0,0.0
671588,CA,Canada,Alberta,,,CA-AB,,2020-09-06,-13.0,-7.0,94.0,-41.0,-14.0,1.0
671589,CA,Canada,Alberta,,,CA-AB,,2020-09-07,-18.0,1.0,62.0,-62.0,-73.0,16.0
671590,CA,Canada,Alberta,,,CA-AB,,2020-09-08,-11.0,5.0,72.0,-44.0,-37.0,8.0
671591,CA,Canada,Alberta,,,CA-AB,,2020-09-09,-10.0,6.0,84.0,-44.0,-34.0,7.0
671592,CA,Canada,Alberta,,,CA-AB,,2020-09-10,-11.0,6.0,98.0,-44.0,-34.0,7.0
671593,CA,Canada,Alberta,,,CA-AB,,2020-09-11,-15.0,2.0,99.0,-42.0,-31.0,6.0
671594,CA,Canada,Alberta,,,CA-AB,,2020-09-12,-15.0,1.0,101.0,-37.0,-7.0,2.0
671595,CA,Canada,Alberta,,,CA-AB,,2020-09-13,-15.0,-2.0,85.0,-40.0,-10.0,2.0
671596,CA,Canada,Alberta,,,CA-AB,,2020-09-14,-12.0,-2.0,42.0,-47.0,-30.0,7.0
671597,CA,Canada,Alberta,,,CA-AB,,2020-09-15,-10.0,2.0,54.0,-46.0,-29.0,8.0
671598,CA,Canada,Alberta,,,CA-AB,,2020-09-16,-10.0,2.0,69.0,-46.0,-30.0,7.0
671599,CA,Canada,Alberta,,,CA-AB,,2020-09-17,-12.0,2.0,70.0,-46.0,-30.0,7.0
671600,CA,Canada,Alberta,,,CA-AB,,2020-09-18,-13.0,1.0,86.0,-44.0,-28.0,7.0
671601,CA,Canada,Alberta,,,CA-AB,,2020-09-19,-14.0,0.0,95.0,-40.0,-8.0,2.0
671602,CA,Canada,Alberta,,,CA-AB,,2020-09-20,-11.0,-1.0,122.0,-40.0,-8.0,1.0
671603,CA,Canada,Alberta,,,CA-AB,,2020-09-21,-12.0,-2.0,64.0,-47.0,-31.0,7.0
671604,CA,Canada,Alberta,,,CA-AB,,2020-09-22,-13.0,1.0,69.0,-48.0,-29.0,8.0
671605,CA,Canada,Alberta,,,CA-AB,,2020-09-23,-13.0,2.0,54.0,-48.0,-28.0,8.0
671606,CA,Canada,Alberta,,,CA-AB,,2020-09-24,-14.0,3.0,42.0,-49.0,-28.0,9.0
671607,CA,Canada,Alberta,,,CA-AB,,2020-09-25,-16.0,1.0,54.0,-48.0,-27.0,8.0
671608,CA,Canada,Alberta,,,CA-AB,,2020-09-26,-13.0,3.0,95.0,-41.0,-5.0,2.0
671609,CA,Canada,Alberta,,,CA-AB,,2020-09-27,-12.0,-1.0,103.0,-43.0,-7.0,2.0
671610,CA,Canada,Alberta,,,CA-AB,,2020-09-28,-13.0,-1.0,43.0,-48.0,-28.0,8.0
671611,CA,Canada,Alberta,,,CA-AB,,2020-09-29,-12.0,2.0,54.0,-49.0,-28.0,8.0
671612,CA,Canada,Alberta,,,CA-AB,,2020-09-30,-10.0,5.0,42.0,-48.0,-28.0,8.0
671613,CA,Canada,Alberta,,,CA-AB,,2020-10-01,-11.0,8.0,39.0,-48.0,-27.0,8.0
671614,CA,Canada,Alberta,,,CA-AB,,2020-10-02,-14.0,5.0,61.0,-43.0,-24.0,7.0
671615,CA,Canada,Alberta,,,CA-AB,,2020-10-03,-12.0,4.0,118.0,-37.0,-7.0,1.0
671616,CA,Canada,Alberta,,,CA-AB,,2020-10-04,-14.0,-1.0,77.0,-42.0,-10.0,2.0
671617,CA,Canada,Alberta,,,CA-AB,,2020-10-05,-13.0,1.0,38.0,-46.0,-28.0,7.0
